"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SF2",2.44386293972723e-06,-0.671755112884695,0.103,0.156,0.0306387096753603
"didum",2.5388236002631e-06,-0.969090514574121,0.087,0.134,0.0318292314764985
"CG2747",2.72571944375808e-06,0.600086763422359,0.175,0.109,0.0341723446663951
"CG5028",2.80731949901374e-06,0.545642814252321,0.183,0.113,0.0351953645591353
"CG11357",2.81223489454038e-06,0.680741891691874,0.23,0.159,0.0352569888728528
"tn",2.86167874404738e-06,0.358717350101931,0.469,0.372,0.035876866414122
"Hnf4",3.05961008844849e-06,-0.509542484826678,0.264,0.329,0.0383583316788787
"Xe7",3.40234304164396e-06,0.267636149901697,0.446,0.346,0.0426551747130903
"RpL15",3.52365689884476e-06,-0.382172651270762,0.448,0.503,0.0441760865408167
"stx",3.80345292757486e-06,0.385274576404906,0.4,0.312,0.047683889353006
"ATPsynC",3.92729023216895e-06,-0.395347706222251,0.415,0.478,0.0492364376407021
"kra",4.32738188066484e-06,-0.629196854533641,0.185,0.244,0.0542523866378952
"Vha26",4.48202248316941e-06,0.569849351038212,0.196,0.128,0.0561911158714949
"dnr1",4.48360046593886e-06,0.392241466229063,0.374,0.286,0.0562108990414755
"CG40191",4.55695086128313e-06,0.6511410442114,0.202,0.135,0.0571304929479066
"Haspin",4.61142466334104e-06,0.551310354937696,0.224,0.152,0.0578134310043067
"RhoGAP102A",4.75457299543275e-06,1.16176562509176,0.105,0.055,0.0596080816437403
"KrT95D",5.44388928638186e-06,0.339621633980001,0.733,0.692,0.0682500399833694
"Sec16",5.67748899584203e-06,0.538801227491815,0.215,0.144,0.0711786795408715
"lbk",5.93134778621025e-06,0.459502057480079,0.329,0.249,0.0743613071957179
"plx",6.18933054334065e-06,-0.344141948663836,0.371,0.439,0.0775956370218617
"CG34324",6.25921181247386e-06,0.586338999939488,0.179,0.113,0.0784717384929848
"kibra",6.49983737397457e-06,-0.533124097027676,0.172,0.232,0.0814884611575191
"cmb",6.58706871253946e-06,0.850375498261599,0.109,0.059,0.0825820804491073
"Diap1",7.38145170447332e-06,0.427284841077008,0.196,0.127,0.092541260018982
"PIP4K",7.50244244936962e-06,-0.458974413202202,0.248,0.314,0.0940581209877469
"Gclc",7.71731255385092e-06,0.603842255262247,0.246,0.177,0.096751947487629
"CG12576",7.74970628537414e-06,0.566736972147383,0.24,0.167,0.0971580676997356
"Aps",7.91752345709985e-06,0.424869626717997,0.333,0.255,0.0992619915816609
"CG16700",8.22468264209898e-06,0.443726878095941,0.387,0.307,0.103112846283995
"AP-2alpha",8.80848727823049e-06,0.726323011766347,0.134,0.079,0.110432005007176
"Hsc70-3",1.0238293460128e-05,-0.681979883774135,0.16,0.215,0.128357485109625
"CHES-1-like",1.07042968673538e-05,0.32895807416597,0.428,0.343,0.134199769826014
"Flo2",1.16775270465173e-05,0.728608146803234,0.14,0.084,0.146401156582188
"Hph",1.25603202106939e-05,0.595837752573855,0.165,0.105,0.157468734481469
"Pde1c",1.26240188847903e-05,0.261039634277758,0.757,0.7,0.158267324758616
"aop",1.41111159288805e-05,-0.508980246603823,0.213,0.27,0.176911060400375
"porin",1.42565025492629e-05,0.371304858638166,0.376,0.296,0.178733772460109
"Gpdh1",1.44301565008673e-05,-0.675393677774256,0.118,0.166,0.180910872051373
"CG42542",1.46505765713776e-05,0.759836798890614,0.111,0.061,0.183674278475361
"Gbs-76A",1.58055037371752e-05,0.272893952455296,0.742,0.691,0.198153600352965
"CG13917",1.63883137194746e-05,0.68349635434953,0.144,0.088,0.205460289101053
"Act5C",1.92412197115382e-05,0.448466035915539,0.215,0.145,0.241227171523554
"MED26",2.03322516327061e-05,-0.462734617062238,0.207,0.264,0.254905438719236
"sov",2.11847418440459e-05,0.399036519193998,0.258,0.182,0.265593108498803
"Pep",2.1715532711706e-05,0.423992936470265,0.282,0.208,0.272247633606658
"CG4294",2.31741487419695e-05,0.528038668025621,0.187,0.126,0.290534302778071
"RpL4",2.37384500353624e-05,-0.417283982833595,0.312,0.372,0.297608948093338
"CG14022",2.46955802870788e-05,0.567114696926914,0.162,0.103,0.309608490059107
"CG8745",2.53540919982542e-05,0.735830263893217,0.15,0.095,0.317864251382113
"Naprt",2.69215110629532e-05,-0.440892687145648,0.246,0.304,0.337514984196244
"Cyp4d2",2.7066783989284e-05,0.52812877156583,0.186,0.125,0.339336270873653
"COX5B",2.87303894013073e-05,-0.416178036628931,0.23,0.286,0.36019289192419
"CG42700",2.91029219686209e-05,0.377853922500365,0.365,0.285,0.364863332720601
"dnc",2.92315713940318e-05,0.358170889262761,0.431,0.353,0.366476210566977
"mnd",2.9633512038661e-05,0.651402219328572,0.123,0.073,0.371515340428693
"ari-1",3.05304420131837e-05,0.488165123778388,0.19,0.127,0.382760151519284
"qvr",3.06445937867537e-05,0.308565807631615,0.338,0.259,0.384191272304531
