"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CG34347",6.45362116417345e-34,0.72366384326661,0.13,0.08,8.09090485352425e-30
"zfh1",8.18610741344574e-34,-0.51122391747511,0.137,0.196,1.02629228642369e-29
"eEF1delta",8.7745985737094e-34,-0.56027069756862,0.108,0.161,1.10007142318595e-29
"me31B",9.9279850864423e-34,-0.512020655891196,0.168,0.231,1.24467149028727e-29
"Asph",1.11741872431102e-33,-0.322928798431161,0.325,0.401,1.40090785466872e-29
"Pcf11",1.77416701037762e-33,-0.389931574052027,0.482,0.545,2.22427318091042e-29
"ena",1.97995790730633e-33,0.760806619471873,0.162,0.107,2.48227322838995e-29
"CG33158",2.3743789131365e-33,0.773133611315448,0.142,0.09,2.97675884339923e-29
"CG32369",2.42266866611649e-33,-0.362507632543575,0.402,0.472,3.03729970671024e-29
"lncRNA:CR32773",3.93844405149585e-33,1.00885904924006,0.13,0.082,4.93762730736034e-29
"Flo2",4.09534845631159e-33,0.489961266203955,0.298,0.231,5.13433835967784e-29
"crb",5.63424099831094e-33,-0.58305442182457,0.068,0.112,7.06364793958242e-29
"sals",7.11130566414207e-33,0.514950681151813,0.493,0.457,8.91544391113491e-29
"Sod3",7.3895022955863e-33,-0.758924810760931,0.065,0.108,9.26421902797654e-29
"CG32809",8.15697933153476e-33,0.67589416298222,0.186,0.129,1.02264049879451e-28
"Plp",1.12951733558559e-32,-0.285990953877489,0.382,0.453,1.41607588362366e-28
"Pepck1",1.35230547038341e-32,-0.8124456052799,0.157,0.214,1.69538536821969e-28
"CG5597",1.56661606470072e-32,-0.69978837837648,0.063,0.105,1.9640665603153e-28
"CG5853",1.64032171963235e-32,-1.02873424271267,0.073,0.116,2.05647133990308e-28
"pigs",2.8890024780795e-32,0.830627256857297,0.285,0.228,3.62194240676827e-28
"lncRNA:CR44999",3.16234104320055e-32,0.822391294252871,0.293,0.231,3.96462696586053e-28
"l(3)05822",3.30102155684029e-32,-0.570579682977301,0.166,0.225,4.13849072581067e-28
"Imp",3.4751348747466e-32,0.455873723941314,0.496,0.449,4.35677659246982e-28
"RpL5",1.08907880110958e-31,-0.306219608028787,0.51,0.579,1.36537809295108e-27
"Tgi",1.69595971750267e-31,1.0287247512815,0.171,0.119,2.1262246978331e-27
"Pde6",1.76395253071965e-31,1.12143399989037,0.234,0.18,2.21146728776323e-27
"jim",3.14049912053641e-31,0.268520693706422,0.584,0.517,3.93724374741649e-27
"sky",3.54796151657549e-31,-0.406098094980889,0.43,0.493,4.44807935333069e-27
"RpL22",3.80679713136397e-31,-0.528019263636243,0.162,0.22,4.77258156359101e-27
"sbb",3.94662719922937e-31,0.267443274456745,0.734,0.709,4.94788651967386e-27
"CAHbeta",5.71822331118632e-31,-1.16575902290654,0.076,0.118,7.16893656523429e-27
"CG15784",8.74810337461856e-31,0.891356247952591,0.102,0.059,1.09674972007593e-26
"CG3726",1.21241709613264e-30,-0.487267074966318,0.144,0.2,1.52000731342149e-26
"wnd",1.38113580395515e-30,-0.611507836123228,0.069,0.112,1.73152995741858e-26
"Nap1",2.1644942424656e-30,-0.496759836327353,0.179,0.238,2.71362643177912e-26
"CG13124",2.96039315057428e-30,-0.456858860417557,0.214,0.278,3.71144489287498e-26
"robo2",3.5413149560858e-30,0.952968115551782,0.197,0.145,4.43974656044477e-26
"swm",3.74202831535875e-30,-0.526533579222199,0.175,0.232,4.69138089896527e-26
"CG31635",3.86517773462593e-30,-0.31571918365811,0.395,0.467,4.84577332590053e-26
"Shmt",3.91474033199498e-30,-0.890603399555262,0.08,0.123,4.90790995422211e-26
"yip2",4.02195949269943e-30,-0.694623119247082,0.074,0.117,5.04233061599728e-26
"magu",5.14535325135451e-30,-0.437654952921377,0.1,0.15,6.45072937122316e-26
"Dmtn",6.69846510390324e-30,-0.603271277335906,0.213,0.273,8.39786570076349e-26
"Act42A",9.20072691960029e-30,0.853384576860748,0.1,0.058,1.15349513391029e-25
"caps",1.98493263168786e-29,0.746758809343141,0.338,0.293,2.48851004034706e-25
"dnr1",2.57495194706977e-29,-0.358141874378286,0.258,0.329,3.22821725604137e-25
"Rim2",3.61749328851998e-29,0.554175514283682,0.233,0.174,4.53525133581749e-25
"CG42673",5.12556245869468e-29,-0.398236808044839,0.161,0.22,6.42591765446552e-25
"CanA-14F",6.50134490601145e-29,0.386593898611093,0.435,0.375,8.15073610866655e-25
"caz",7.26336806704115e-29,0.539756909733415,0.256,0.197,9.10608454564949e-25
"Stim",7.39390831979178e-29,-0.335561725805601,0.094,0.142,9.26974286052296e-25
"Tspo",7.6851877582056e-29,0.94744869231562,0.106,0.064,9.63491989246236e-25
"yl",8.37409058135215e-29,-0.589165780951473,0.081,0.124,1.04985973618412e-24
"Gs2",1.09650457799668e-28,1.28245443364862,0.118,0.075,1.37468778943444e-24
"Cals",1.20428554693514e-28,-0.358154874119566,0.36,0.424,1.50981279019259e-24
"norpA",1.61468328114552e-28,0.468498215848295,0.319,0.258,2.02432842957214e-24
"scrib",1.63800037993563e-28,0.370925678753265,0.443,0.384,2.0535610763253e-24
"Rack1",1.82280845652067e-28,-0.318911104350775,0.384,0.454,2.28525496193996e-24
"Neto",2.40627852140702e-28,-0.340566531558959,0.33,0.397,3.01675138228799e-24
"N",4.81404967364233e-28,1.01691625314468,0.16,0.113,6.03537407584538e-24
"Uhg3",4.90997233656793e-28,0.78378112104109,0.157,0.109,6.15563231835521e-24
"simj",8.57953554879533e-28,-0.334156772074212,0.424,0.489,1.07561637175247e-23
"CG9932",9.04415286736367e-28,-0.378797956965791,0.534,0.599,1.13386544498138e-23
"Pep",1.16728773555776e-27,0.381717045450904,0.409,0.35,1.46342863406876e-23
"CG3348",1.46437328684115e-27,1.05334216834488,0.139,0.092,1.83588478971274e-23
"Kdm4B",1.62286386838401e-27,0.53862440530724,0.253,0.196,2.03458443179303e-23
"Rtnl1",2.3140717373623e-27,-0.618975090939593,0.227,0.279,2.90115173713112e-23
"Mctp",2.33699561870903e-27,0.897136795057069,0.115,0.073,2.92989140717551e-23
"Ca-alpha1D",3.16214285610506e-27,-0.272900474561335,0.374,0.447,3.96437849869891e-23
"Cyp6v1",4.07383133327238e-27,-0.571887916124797,0.076,0.117,5.10736234252358e-23
"fra",8.47125532023227e-27,1.07732616254965,0.133,0.089,1.06204127949752e-22
"CG4928",9.49716562917498e-27,0.501546249984194,0.572,0.564,1.19065965492967e-22
"CG34324",1.37450433080472e-26,0.596595792368276,0.187,0.134,1.72321607952988e-22
"FER",1.42269550535255e-26,0.358091703146104,0.486,0.426,1.78363335506049e-22
"CG16926",1.63846473416965e-26,-0.70555147239402,0.088,0.131,2.05414323722849e-22
"CG11360",2.06292198976115e-26,0.466322343296924,0.274,0.216,2.58628529856356e-22
"RpL10",2.37219453887266e-26,-0.27196505894596,0.511,0.576,2.97402029338465e-22
"rost",2.70133860862765e-26,0.654997472698958,0.105,0.064,3.38666821363649e-22
"CG7766",4.50266720386265e-26,0.413880890920554,0.438,0.39,5.6449938734826e-22
"eIF4EHP",4.77964368269067e-26,0.398686587808535,0.415,0.364,5.99223928498929e-22
"plum",4.80573256699681e-26,0.381777845771233,0.417,0.356,6.0249469192439e-22
"Tl",5.17887108158523e-26,-0.523031060460179,0.168,0.219,6.4927506749834e-22
"hfp",5.69916755403476e-26,0.370243173797515,0.432,0.375,7.14504636249337e-22
"CG4080",5.86492991190419e-26,-0.489376863691089,0.217,0.272,7.35286263055428e-22
"SP1173",6.19492036688677e-26,-0.397016515187393,0.184,0.24,7.76657166396595e-22
"CG7530",7.01948436942597e-26,0.546657212772117,0.305,0.251,8.80032755394933e-22
"ATPsynG",7.14769908756974e-26,-0.25520251508963,0.235,0.297,8.96107034608618e-22
"Nlg1",7.38699629003605e-26,0.621806936930256,0.376,0.338,9.2610772488182e-22
"Gclc",7.99675338505155e-26,0.592711214173703,0.282,0.226,1.00255297188391e-21
"IM33",8.5067130196034e-26,-0.584975195127275,0.147,0.197,1.06648661126768e-21
"lncRNA:CR46006",8.55573334337126e-26,-0.402110639362286,0.191,0.249,1.07263228925846e-21
"Hnf4",1.04563685468122e-25,-0.413400623292459,0.279,0.336,1.31091492471384e-21
"chrb",1.0775313617682e-25,-0.33368668996207,0.213,0.27,1.35090106824879e-21
"COX8",1.11686303749871e-25,-0.471762636219279,0.173,0.228,1.40021119011213e-21
"Camta",1.26871430981381e-25,0.517275038305539,0.16,0.111,1.59058713021358e-21
"CG13482",1.39586414946799e-25,-0.570757074183286,0.072,0.111,1.74999488418802e-21
"rdx",3.25405959010714e-25,0.300693091249506,0.564,0.534,4.07961450811733e-21
"Rbp1",5.28705757886349e-25,-0.40853062123689,0.128,0.177,6.62838408662115e-21
"Irc",8.03881341174011e-25,-0.82519726752671,0.07,0.106,1.00782603742986e-20
"Gp150",1.18929170523868e-24,0.59995251841791,0.22,0.171,1.49101501085773e-20
"Thd1",1.42000584623621e-24,-0.256228904934956,0.481,0.54,1.78026132942633e-20
"RhoGAP71E",1.64443953141801e-24,0.786634418238466,0.294,0.249,2.06163384053876e-20
"fz2",1.70944859897999e-24,0.545188950350541,0.361,0.311,2.14313570854122e-20
"cindr",1.97532142809078e-24,0.431974986232643,0.365,0.313,2.47646047439741e-20
"aay",2.45782994644863e-24,-0.568363325439428,0.092,0.133,3.08138140386265e-20
"CG6700",2.7933602037806e-24,-0.303989017513702,0.414,0.472,3.50203568747974e-20
"Nlp",2.92861743084963e-24,-0.628164566339725,0.105,0.148,3.67160767305618e-20
"Mdh1",3.55832723294413e-24,-0.433788828053435,0.155,0.205,4.46107485194206e-20
"hoip",3.6707149364174e-24,-0.666326304330659,0.074,0.112,4.60197531578649e-20
"osp",4.20435956509156e-24,0.44369865182701,0.359,0.304,5.27100558675528e-20
"CG13631",5.34668248177733e-24,-0.46587247736555,0.082,0.122,6.70313582740424e-20
"Parp",5.50264812787407e-24,0.271843599913541,0.685,0.676,6.89866995791572e-20
"Pih1D1",5.55333481440249e-24,0.744230968436776,0.187,0.141,6.96221585681641e-20
"Lrch",6.16290559041997e-24,1.02646708745007,0.136,0.096,7.72643473870952e-20
"Jafrac1",7.52328060659085e-24,-0.373997870108565,0.216,0.271,9.43193689648295e-20
"Pmp70",8.53233317124826e-24,-0.75921958679657,0.087,0.126,1.06969860967939e-19
"LRP1",1.00812912239527e-23,-0.46116076801457,0.246,0.299,1.26389148074695e-19
"CG31694",1.01256780211643e-23,-0.458629793184347,0.142,0.189,1.26945625351337e-19
"eas",1.16563511272635e-23,-0.758672369818701,0.094,0.134,1.46135674082502e-19
"Idgf4",1.43472912630607e-23,-0.415007711713767,0.088,0.128,1.79871990564992e-19
"CG3164",1.53750846413991e-23,-0.791255712131492,0.141,0.183,1.92757436149221e-19
"raw",1.65052172321444e-23,-0.415252270849788,0.339,0.392,2.06925908439395e-19
"CG9297",2.13127611261145e-23,-0.592762210341057,0.167,0.216,2.67198086238097e-19
"bic",2.40396797208363e-23,-0.339190963780863,0.238,0.296,3.01385464660125e-19
"sov",2.74264826930239e-23,0.427115649545718,0.262,0.207,3.4384581352244e-19
"CG11267",3.66470551733784e-23,-0.514633436157191,0.15,0.197,4.59444130708645e-19
"CG31955",3.81077899444999e-23,-0.933599651204624,0.066,0.1,4.77757362534195e-19
"Prestin",4.58890923507985e-23,-0.585510420343062,0.087,0.127,5.75311550801961e-19
"CG40160",4.96999787525835e-23,0.975286501968545,0.111,0.074,6.2308863362114e-19
"Alk",7.03144918978505e-23,-0.311551078506465,0.252,0.312,8.81532784923352e-19
"CG42724",7.79770707884949e-23,0.397905874682098,0.287,0.232,9.7759853647536e-19
"spi",8.38028244068459e-23,0.531378253448833,0.189,0.141,1.05063600958863e-18
"rump",1.59663775958889e-22,0.597208852245434,0.16,0.115,2.00170475919659e-18
"kuz",1.94873713797077e-22,0.435862195518772,0.387,0.342,2.44313174987396e-18
"svp",2.61051025922226e-22,-0.275937201597798,0.22,0.28,3.27279671198695e-18
"Vha44",2.81524633505015e-22,0.337877017246007,0.475,0.422,3.52947433025237e-18
"l(2)41Ab",3.32923735985847e-22,0.767672088195529,0.13,0.09,4.17386487805456e-18
"app",3.80127612720531e-22,0.626944219187915,0.332,0.288,4.76565988067729e-18
"Mhcl",4.61322696202655e-22,0.544549786196899,0.173,0.127,5.78360264229268e-18
"Hsc70-5",4.62601364882969e-22,-0.599000981697008,0.105,0.146,5.79963331153778e-18
"flw",4.96632988795246e-22,0.43841268370367,0.365,0.314,6.226287780526e-18
"Prm",5.41406583498423e-22,0.377702759956588,0.408,0.372,6.78761433731973e-18
"sog",6.85671021644197e-22,0.411492715294993,0.262,0.206,8.59625759835329e-18
"a",1.10476919896639e-21,1.08404564513284,0.111,0.075,1.38504914474416e-17
"Ank2",1.19453161097366e-21,0.618633568987238,0.259,0.213,1.49758428067768e-17
"cib",1.46553100105609e-21,0.67980196802219,0.165,0.122,1.83733621602402e-17
"Eaat1",1.54231900103486e-21,-0.595394509883996,0.095,0.134,1.93360533159741e-17
"Frl",1.60466387699355e-21,0.686078803248498,0.247,0.202,2.01176710258682e-17
"CG4733",1.66028408713685e-21,-0.520524317722799,0.07,0.105,2.08149816004347e-17
"CG5004",1.82802291834325e-21,0.544940984143296,0.158,0.114,2.29179233272693e-17
"CG7139",1.84819435198911e-21,-0.494492126731685,0.128,0.171,2.31708125908875e-17
"Fs(2)Ket",2.11872576830849e-21,0.463550268871476,0.312,0.263,2.65624649572835e-17
"SF1",2.2626270355421e-21,0.478056373178817,0.196,0.149,2.83665551445913e-17
"su(w[a])",2.33341264980637e-21,0.461098604276614,0.282,0.234,2.92539943906224e-17
"gol",2.39684726507951e-21,-0.546551183151824,0.106,0.147,3.00492741623018e-17
"CG43367",2.49708791246839e-21,0.534323469051598,0.156,0.113,3.13059911586162e-17
"Dl",2.89779472227707e-21,1.61023258524737,0.12,0.083,3.63296524331876e-17
"CG34172",3.16297996776637e-21,-0.481175306528541,0.1,0.141,3.9654279855887e-17
"CG8468",3.90773687411473e-21,-0.859415265455604,0.078,0.113,4.89912971907763e-17
"cact",4.2471775620741e-21,-0.309698661182138,0.285,0.34,5.3246865095723e-17
"CG1646",6.25889250738168e-21,0.383188736844953,0.32,0.268,7.84677353650441e-17
"CG43340",7.88914833109931e-21,-0.748592427127792,0.09,0.126,9.8906252626992e-17
"eIF4E1",9.69678577406685e-21,-0.470408754824885,0.12,0.162,1.21568603249476e-16
"CG33229",1.11452619703224e-20,-0.351210079224279,0.453,0.501,1.39728149321932e-16
"Tob",1.18310967536575e-20,-0.28760182753458,0.4,0.456,1.48326460000604e-16
"UQCR-Q",1.5792684249775e-20,-0.254832559749868,0.315,0.372,1.9799288243943e-16
"Act5C",1.76967358984987e-20,0.457999575269403,0.324,0.277,2.21863977959479e-16
"asRNA:CR42860",2.77043062810614e-20,-0.828087756929618,0.113,0.152,3.47328887845667e-16
"pyd",2.93202438155203e-20,-0.318101365571718,0.507,0.541,3.67587896715178e-16
"CG11050",3.06439623169279e-20,-0.427882621422023,0.178,0.223,3.84183355567325e-16
"CG6145",3.40735477928872e-20,1.17977263203095,0.145,0.109,4.27180068679427e-16
"CG14464",3.42691176365254e-20,-0.437911630295228,0.114,0.155,4.29631927809119e-16
"vig2",3.91994221543285e-20,-0.465391229964631,0.128,0.17,4.91443155548817e-16
"CG7630",4.31761883164549e-20,-0.274992053652291,0.308,0.366,5.41299872923395e-16
"lncRNA:CR43334",4.35582083729634e-20,0.296909325343964,0.515,0.461,5.46089258371842e-16
"RpL29",5.25847926062177e-20,-0.326617777920617,0.312,0.365,6.59255544904151e-16
"CG12535",6.3642282568929e-20,1.66429058379244,0.172,0.131,7.97883296566663e-16
"CG4294",6.6104877543452e-20,0.438609553503832,0.247,0.199,8.28756849762258e-16
"rdgC",7.9731194330076e-20,0.832767209702814,0.1,0.066,9.99589983316163e-16
"RpS5a",9.36532832403774e-20,-0.256617587052974,0.321,0.377,1.17413121198461e-15
"Gyc88E",1.05379050979458e-19,-0.507557218231454,0.115,0.156,1.32113716212947e-15
"RpL34a",2.2092071565452e-19,-0.46793089861664,0.137,0.179,2.76968301216071e-15
"Pits",2.63662827893033e-19,-0.325901518791296,0.304,0.356,3.30554087329496e-15
"Agpat3",2.75932496362414e-19,-0.422290818181713,0.068,0.101,3.45936570689559e-15
"Adar",3.07264464597444e-19,0.50406084304626,0.25,0.2,3.85217459265815e-15
"CG4887",4.29059659309345e-19,0.425376777268805,0.196,0.151,5.37912094876126e-15
"CG9775",4.33122960878547e-19,-0.383529545256372,0.137,0.18,5.43006256053434e-15
"Pp2C1",5.21144694938509e-19,-0.334398030039768,0.142,0.186,6.53359104044409e-15
"Miro",5.73453340933279e-19,0.627524473128606,0.138,0.1,7.18938453528052e-15
"ced-6",7.56831112884654e-19,-0.508772270287828,0.098,0.135,9.48839166223491e-15
"Pvr",9.40298186222214e-19,-0.646851108467833,0.108,0.145,1.17885183606679e-14
"Trf4-1",9.43357881334315e-19,-0.451273252934672,0.166,0.209,1.18268777582883e-14
"CG5455",1.09528239665655e-18,-0.342096004545732,0.132,0.174,1.37315554068831e-14
"Pdk1",1.12513560212615e-18,0.453032223677496,0.49,0.468,1.41058250438555e-14
"Aldh-III",1.22956259714361e-18,-0.42255281584711,0.088,0.124,1.54150262803895e-14
"COX5B",1.27699794181436e-18,-0.277708632306779,0.217,0.266,1.60097231965267e-14
"RpL11",1.30319270043685e-18,-0.264551162518655,0.407,0.46,1.63381268853768e-14
"sbr",1.5840018596049e-18,0.381310084154562,0.361,0.312,1.98586313138666e-14
"NKAIN",1.78758190439719e-18,0.472427262614284,0.173,0.131,2.24109143354275e-14
"cv-c",2.31045207091429e-18,0.520537172384692,0.346,0.305,2.89661376130524e-14
"eIF1",2.45952646058122e-18,-0.457947737063722,0.109,0.148,3.08350832363068e-14
"CG13907",2.64738623903633e-18,-0.530003916965357,0.114,0.151,3.31902812787985e-14
"Rgk3",2.69475934945987e-18,-0.321611258787249,0.264,0.316,3.37841979641783e-14
"Idgf6",3.03385134883795e-18,-0.429377399928669,0.091,0.126,3.80353943603813e-14
"inc",3.58758421859911e-18,0.599378702168794,0.129,0.093,4.4977543348577e-14
"mt:ND5",3.79375753832845e-18,-0.442400200838693,0.13,0.17,4.75623382580238e-14
"CG11400",4.20301805424786e-18,-0.398543811499192,0.069,0.101,5.26932373461054e-14
"CG3638",4.20913254189291e-18,0.408643416312873,0.235,0.192,5.27698946777114e-14
"CycB",4.30694557102784e-18,-0.398658291551004,0.111,0.149,5.39961766239761e-14
"CG12004",4.46171572848041e-18,-0.265978376396038,0.145,0.189,5.59365300879589e-14
"lost",4.55870661401974e-18,-0.315661761194954,0.271,0.319,5.71525048199655e-14
"TpnC4",5.25601590878384e-18,0.938834368934198,0.135,0.1,6.5894671448423e-14
"bel",6.37862797304771e-18,-0.312709416317351,0.28,0.327,7.99688588980991e-14
"spin",6.85502272385019e-18,-0.275411883488777,0.335,0.386,8.59414198889099e-14
"neur",6.9452513743701e-18,0.851843435103672,0.101,0.069,8.70726164804779e-14
"Rgl",8.39378261561307e-18,-0.476814092145358,0.098,0.134,1.05232852651941e-13
"wb",1.21447760979548e-17,0.552199154468737,0.14,0.104,1.52259057940059e-13
"Sox102F",1.26300197421525e-17,-0.309817754139848,0.15,0.193,1.58342557507366e-13
"UBL3",1.35066322652815e-17,-0.341671129793694,0.164,0.207,1.69332648709834e-13
"Chd64",1.77413105306105e-17,0.593371157091216,0.199,0.159,2.22422810122264e-13
"Vrp1",1.85497979663137e-17,0.501733403993515,0.16,0.121,2.32558817103675e-13
"Cln3",1.87003129639009e-17,0.613429845476264,0.175,0.136,2.34445823628426e-13
"Crag",2.02714997091495e-17,0.590655702395058,0.161,0.123,2.54143791853607e-13
"Gapdh2",2.2947173246932e-17,-0.262525493720579,0.194,0.242,2.87688710996786e-13
"CG31705",2.53253627283916e-17,-0.567481711987259,0.073,0.104,3.17504072525846e-13
"Hsc70-1",2.72238120880528e-17,-0.427914950811679,0.087,0.121,3.41304932147918e-13
"CG46339",2.94801768728784e-17,-0.819489064818737,0.178,0.216,3.69592977455277e-13
"COX7C",2.9780948599606e-17,-0.319886799051309,0.224,0.273,3.7336375259326e-13
"CG9776",3.57017419244083e-17,0.479400376080497,0.227,0.184,4.47592738506307e-13
"hppy",3.8680250418658e-17,0.404213246792854,0.408,0.373,4.84934299498716e-13
"CG34220",4.11970416514909e-17,0.575007542150243,0.187,0.147,5.16487311184742e-13
"ths",4.20485426842551e-17,0.499663659982284,0.125,0.09,5.27162579632506e-13
"CG16826",4.72522120890063e-17,-0.328508614387491,0.199,0.245,5.92400982959873e-13
"conu",4.99192568136356e-17,0.318712634198852,0.361,0.317,6.25837722672549e-13
"Spn",5.4912862681681e-17,0.382553200677625,0.326,0.282,6.88442559440235e-13
"Crtc",6.12336413331228e-17,0.36588604920407,0.257,0.213,7.6768616139336e-13
"vsg",6.14826120493554e-17,0.554365763113267,0.212,0.173,7.70807507262769e-13
"MESR3",7.19021974626819e-17,0.730452416833136,0.12,0.087,9.01437849589643e-13
"CG42240",1.00578189486377e-16,0.686361584319212,0.185,0.148,1.2609487615907e-12
"daw",1.00663026903765e-16,-0.472147385143362,0.084,0.117,1.2620123682925e-12
"CG13185",1.02440920745707e-16,0.545581290549719,0.1,0.068,1.28430182338893e-12
"tim",1.12434464643204e-16,0.560820487893881,0.235,0.193,1.40959088323185e-12
"lncRNA:CR44206",1.13073519491436e-16,0.710770312562949,0.12,0.087,1.41760271386414e-12
"Stlk",1.26159651739276e-16,0.394766138377662,0.277,0.236,1.58166355385531e-12
"CG6701",1.66017964085273e-16,-0.654984590315982,0.08,0.11,2.08136721573707e-12
"Alas",1.90534505503175e-16,-0.419804753521009,0.117,0.154,2.38873109549331e-12
"Fas2",2.19916029763405e-16,0.383849120298359,0.305,0.264,2.75708726514381e-12
"Eip93F",2.33672065486162e-16,0.342782885822132,0.319,0.272,2.92954668500001e-12
"CG17715",2.87474804417449e-16,0.513225505011875,0.147,0.11,3.60407162298155e-12
"Dhc64C",3.17823076989665e-16,0.419319174146784,0.127,0.092,3.98454791621944e-12
"kra",3.35913120224366e-16,-0.264855239706403,0.325,0.37,4.21134278825288e-12
"CG16974",4.90935642807123e-16,0.680308944073723,0.111,0.079,6.1548601538729e-12
"ATPsynB",5.05723299605855e-16,-0.27996489721409,0.219,0.265,6.3402530071586e-12
"AkhR",5.85370198699483e-16,-0.414711211505242,0.09,0.123,7.33878618109542e-12
"ssx",6.01364517026765e-16,0.590257733374467,0.117,0.084,7.53930694996456e-12
"CG9331",6.09121265720431e-16,0.646899626961559,0.108,0.077,7.63655330833705e-12
"PKD",6.13167649724388e-16,-0.556549504623902,0.083,0.114,7.68728282459465e-12
"CG33144",8.33771023251066e-16,0.293477544203433,0.34,0.292,1.04529873184986e-11
"Ars2",8.36075037718373e-16,0.480712674563563,0.185,0.147,1.04818727478752e-11
"Mitf",9.9289283316072e-16,0.259968464565943,0.334,0.285,1.24478974493359e-11
"CG6357",1.40246271133927e-15,0.705736382650513,0.107,0.076,1.75826750120605e-11
"l(1)G0289",1.41989640844673e-15,0.596884272975337,0.276,0.239,1.78012412726967e-11
"CG3198",1.43706062143589e-15,0.330985103611718,0.501,0.456,1.80164290109417e-11
"Nph",1.75065772261633e-15,-0.450369121519628,0.113,0.148,2.19479958684409e-11
"wech",1.78408458988529e-15,0.407175023239113,0.229,0.188,2.23670685033919e-11
"wisp",1.83989718809551e-15,-0.480918891290303,0.079,0.109,2.30667910471534e-11
"Df31",1.98585779031464e-15,-0.347241745301078,0.204,0.246,2.48966991171746e-11
"Fkbp39",2.03276920871471e-15,-0.515065334918792,0.087,0.118,2.54848275696563e-11
"CG13252",2.39614845561578e-15,0.376464982083694,0.166,0.128,3.00405131880551e-11
"prage",2.92734250631538e-15,-0.273555478984866,0.331,0.379,3.67000930016759e-11
"Apoltp",3.06027155650572e-15,-0.460173691934744,0.113,0.147,3.83666245039122e-11
"CG1673",3.17763305873722e-15,-0.525992376083038,0.102,0.135,3.98379856573885e-11
"pdgy",3.46752955250352e-15,-0.394033220992672,0.118,0.154,4.34724179997366e-11
"CG5059",3.665977990738e-15,0.813440725616529,0.186,0.155,4.59603660698824e-11
"aralar1",6.06026092491802e-15,-0.52408987084352,0.123,0.156,7.59774912156972e-11
"CG14441",6.06577421298715e-15,0.431914232931509,0.114,0.082,7.604661130822e-11
"Pax",6.42670082558967e-15,-0.259823453112264,0.337,0.382,8.05715482504177e-11
"Nak",7.44017900304982e-15,0.676543472742799,0.14,0.108,9.32775241612355e-11
"salm",8.63045881597725e-15,0.492496960243675,0.291,0.25,1.08200062175907e-10
"Cp110",9.56373292137941e-15,0.439544602181592,0.262,0.225,1.19900519635334e-10
"CG7945",9.96731034304189e-15,-0.356753466321655,0.117,0.152,1.24960169770716e-10
"Hsf",1.0304160002401e-14,-0.385162157343177,0.079,0.109,1.29183253950101e-10
"Pi3K21B",1.05185319270985e-14,0.791718428902844,0.136,0.105,1.31870834770034e-10
"CG8034",1.15121457618687e-14,0.448892402536629,0.406,0.376,1.44327771416548e-10
"mod",1.2726830319444e-14,-0.367126498558832,0.149,0.187,1.5955627171487e-10
"Neb-cGP",1.30242782812638e-14,-0.350670225815211,0.245,0.288,1.63285376812204e-10
"eRF1",1.33632536878978e-14,0.458085372249583,0.142,0.108,1.67535111485175e-10
"CG15771",1.34624259565967e-14,0.533681484537764,0.168,0.134,1.68778434217853e-10
"Cat",1.37977841332563e-14,-0.318258904199452,0.08,0.11,1.72982819678634e-10
"cathD",1.47018193066955e-14,0.38687379069666,0.12,0.088,1.84316708648042e-10
"ND-PDSW",1.82142728576193e-14,-0.354600206215055,0.15,0.187,2.28352338815973e-10
"smg",1.83343751524042e-14,-0.285358815091994,0.174,0.214,2.29858061285692e-10
"Hsc70-3",1.88476311910963e-14,-0.359613210881474,0.311,0.353,2.36292752242774e-10
"kug",1.89863869448046e-14,0.540545245243481,0.12,0.089,2.38032333127015e-10
"Mlc1",2.02947231591657e-14,-0.257185010754732,0.312,0.36,2.54434944246461e-10
"scu",2.73030179423528e-14,-0.332410776900337,0.128,0.163,3.42297935943277e-10
"Sirt1",3.37627660527393e-14,-0.384297645924853,0.112,0.145,4.23283798003193e-10
"mt:ND1",3.7811000688521e-14,-0.356574324333398,0.136,0.172,4.74036515631988e-10
"CaMKI",4.20423696527684e-14,0.251971259915126,0.534,0.488,5.27085188336757e-10
"CG1416",4.2949803974663e-14,-0.444984131015915,0.08,0.109,5.3846169243035e-10
"CG14431",4.83368116475963e-14,1.16837888767974,0.132,0.101,6.05998607625914e-10
"lncRNA:CR44997",5.08316434699401e-14,0.580072040648293,0.12,0.09,6.37276314182639e-10
"eEF1gamma",5.37134784938393e-14,-0.27999155374402,0.234,0.276,6.73405879877263e-10
"B4",5.89127959517444e-14,-0.263870674253117,0.261,0.301,7.3858972284702e-10
"ATPsynCF6",5.90017792828114e-14,-0.251709382565612,0.286,0.332,7.39705306868606e-10
"IscU",6.18445698984948e-14,-0.301588729551728,0.255,0.298,7.7534537281743e-10
"wdp",7.0995102380252e-14,0.314918929518112,0.319,0.276,8.90065598541219e-10
"CG1909",7.97744342830481e-14,-0.509736057499956,0.085,0.113,1.00013208260657e-09
"Tet",1.02919446660824e-13,1.16677446252127,0.543,0.523,1.29030110278675e-09
"CARPB",1.0547912824354e-13,-0.507845196081879,0.13,0.163,1.32239183078926e-09
"yrt",1.06946316266462e-13,-0.323213155205353,0.128,0.163,1.34078596703263e-09
"babos",1.13334425640591e-13,0.47615119555508,0.128,0.097,1.42087369425609e-09
"CG42524",1.17678647351145e-13,-0.480362595423383,0.167,0.202,1.4753372018413e-09
